route_id,from_place_id,from_name_en,to_place_id,to_name_en,distance_km,fare_tk,fare_per_km_tk,minimum_fare_tk,calculation,source_id
BRTA_A_101_NO,PLC0243,Mirpur-12,PLC0348,Signboard,22.6,56,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0243,Mirpur-12,PLC0172,Kanchpur Bridge,26.6,66,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0160,Kalshi,4.7,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0243,Mirpur-12,2.5,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0179,Kazipara,1.4,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0340,Shewrapara,2.1,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0112,Farmgate,6.7,17,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0331,Shahbag,9.0,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0292,Palton,10.9,27,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0125,Gulistan,11.9,30,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0365,Tikatuli,13.1,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0327,Sayedabad,14.2,35,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0143,Jatrabari,15.2,38,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0348,Signboard,20.1,50,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0240,Mirpur-10,PLC0172,Kanchpur Bridge,24.1,60,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0160,Kalshi,6.1,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0243,Mirpur-12,3.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0240,Mirpur-10,1.4,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0340,Shewrapara,0.7,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0112,Farmgate,5.3,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0331,Shahbag,7.6,19,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0292,Palton,9.5,24,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0125,Gulistan,10.5,26,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0365,Tikatuli,11.7,29,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0327,Sayedabad,12.8,32,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0143,Jatrabari,13.8,34,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0348,Signboard,18.7,46,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0179,Kazipara,PLC0172,Kanchpur Bridge,22.7,56,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0160,Kalshi,6.8,17,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0243,Mirpur-12,4.6,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0240,Mirpur-10,2.1,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0179,Kazipara,0.7,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0112,Farmgate,4.6,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0331,Shahbag,6.9,17,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0292,Palton,8.8,22,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0125,Gulistan,9.8,25,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0365,Tikatuli,11.0,27,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0327,Sayedabad,12.1,30,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0143,Jatrabari,13.1,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0348,Signboard,18.0,45,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0340,Shewrapara,PLC0172,Kanchpur Bridge,22.0,54,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0160,Kalshi,11.4,28,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0243,Mirpur-12,9.2,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0240,Mirpur-10,6.7,17,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0179,Kazipara,5.3,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0340,Shewrapara,4.6,12,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0331,Shahbag,2.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0292,Palton,4.2,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0125,Gulistan,5.2,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0365,Tikatuli,6.4,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0327,Sayedabad,7.5,19,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0143,Jatrabari,8.5,21,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0348,Signboard,13.4,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0112,Farmgate,PLC0172,Kanchpur Bridge,17.4,43,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0160,Kalshi,13.7,34,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0243,Mirpur-12,11.5,29,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0240,Mirpur-10,9.0,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0179,Kazipara,7.6,19,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0340,Shewrapara,6.9,17,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0112,Farmgate,2.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0292,Palton,1.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0125,Gulistan,2.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0365,Tikatuli,4.1,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0327,Sayedabad,5.2,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0143,Jatrabari,6.2,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0348,Signboard,11.1,28,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0331,Shahbag,PLC0172,Kanchpur Bridge,15.1,37,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0160,Kalshi,15.6,39,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0243,Mirpur-12,13.4,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0240,Mirpur-10,10.9,27,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0179,Kazipara,9.5,24,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0340,Shewrapara,8.8,22,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0112,Farmgate,4.2,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0331,Shahbag,1.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0125,Gulistan,1.0,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0365,Tikatuli,2.2,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0327,Sayedabad,3.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0143,Jatrabari,4.3,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0348,Signboard,9.2,23,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0292,Palton,PLC0172,Kanchpur Bridge,13.2,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0160,Kalshi,16.6,41,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0243,Mirpur-12,14.4,36,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0240,Mirpur-10,11.9,30,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0179,Kazipara,10.5,26,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0340,Shewrapara,9.8,25,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0112,Farmgate,5.2,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0331,Shahbag,2.9,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0292,Palton,1.0,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0365,Tikatuli,1.2,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0327,Sayedabad,2.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0143,Jatrabari,3.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0348,Signboard,8.2,21,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0125,Gulistan,PLC0172,Kanchpur Bridge,12.2,30,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0160,Kalshi,17.8,44,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0243,Mirpur-12,15.6,39,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0240,Mirpur-10,13.1,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0179,Kazipara,11.7,29,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0340,Shewrapara,11.0,27,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0112,Farmgate,6.4,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0331,Shahbag,4.1,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0292,Palton,2.2,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0125,Gulistan,1.2,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0327,Sayedabad,1.1,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0143,Jatrabari,2.1,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0348,Signboard,7.0,18,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0365,Tikatuli,PLC0172,Kanchpur Bridge,11.0,27,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0160,Kalshi,18.9,47,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0243,Mirpur-12,16.7,41,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0240,Mirpur-10,14.2,35,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0179,Kazipara,12.8,32,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0340,Shewrapara,12.1,30,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0112,Farmgate,7.5,19,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0331,Shahbag,5.2,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0292,Palton,3.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0125,Gulistan,2.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0365,Tikatuli,1.1,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0143,Jatrabari,1.0,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0348,Signboard,5.9,15,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0327,Sayedabad,PLC0172,Kanchpur Bridge,9.9,25,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0160,Kalshi,19.9,49,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0243,Mirpur-12,17.7,44,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0240,Mirpur-10,15.2,38,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0179,Kazipara,13.8,34,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0340,Shewrapara,13.1,33,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0112,Farmgate,8.5,21,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0331,Shahbag,6.2,16,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0292,Palton,4.3,11,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0125,Gulistan,3.3,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0365,Tikatuli,2.1,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0327,Sayedabad,1.0,10,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0348,Signboard,4.9,13,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0143,Jatrabari,PLC0172,Kanchpur Bridge,8.9,22,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0348,Signboard,PLC0160,Kalshi,24.8,61,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0348,Signboard,PLC0243,Mirpur-12,22.6,56,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0348,Signboard,PLC0240,Mirpur-10,20.1,50,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
BRTA_A_101_NO,PLC0348,Signboard,PLC0179,Kazipara,18.7,46,2.45,10,"max(10, ceil(distance_km * 2.45))",SRC_BRTA_METRO_FARES
